GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3A,FG3M,FG3_PCT,FTA,FTM,FT_PCT,DREB,OREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,EFG_PCT,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_OREB_PCT,OPP_TOV_PCT,OREB_PCT,TM_TOV_PCT,BLKA,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PFD,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT
0029800002,1610612752,NYK,New York,275,Allan Houston,G,,41:19,5,18,0.278,4,0,0.0,4,2,0.5,6,1,7,5,0,0,1,2,12,-5.0,0.492,0.222,0.427,0.293,0.244,0.118,0.273,0.22,0,21,8,21,32,0,2,2,0,4
0029800002,1610612752,NYK,New York,369,Charlie Ward,G,,32:31,3,5,0.6,2,0,0.0,0,0,0.0,5,0,5,6,3,1,6,0,6,6.0,0.509,0.309,0.366,0.518,0.257,0.143,0.222,0.15,0,16,4,15,20,0,0,0,0,6
0029800002,1610612752,NYK,New York,703,Kurt Thomas,,,18:27,3,4,0.75,0,0,0.0,2,1,0.5,4,1,5,3,1,1,1,3,7,-11.0,0.52,0.44,0.47,0.424,0.133,0.097,0.154,0.264,0,8,6,14,16,0,0,0,3,4
0029800002,1610612752,NYK,New York,913,Larry Johnson,F,,32:35,5,9,0.556,0,0,0.0,0,0,0.0,3,4,7,1,1,0,0,4,10,13.0,0.509,0.232,0.404,0.263,0.257,0.168,0.25,0.155,0,12,4,11,22,0,4,0,0,8
0029800002,1610612752,NYK,New York,948,Marcus Camby,,,0:19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0029800002,1610612753,ORL,Orlando,7,Dan Schayes,,,10:18,1,2,0.5,0,0,0.0,4,3,0.75,0,0,0,0,0,0,1,1,5,15.0,0.563,0.5,0.333,0.583,0.222,0.234,0.4,0.102,0,0,2,3,4,0,0,0,1,0
0029800002,1610612753,ORL,Orlando,77,Doug Overton,,,1:21,0,1,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.333,0,0,0,3,2,0,0,0,0,0
0029800002,1610612753,ORL,Orlando,98,Nick Anderson,G,,38:21,7,18,0.389,8,3,0.375,4,2,0.5,7,2,9,4,2,0,0,0,19,6.0,0.415,0.446,0.483,0.317,0.25,0.188,0.314,0.141,1,6,8,16,36,0,5,2,5,4
0029800002,1610612753,ORL,Orlando,270,Horace Grant,F,,30:21,7,14,0.5,0,0,0.0,0,0,0.0,7,4,11,3,2,1,1,3,14,5.0,0.406,0.434,0.44,0.34,0.214,0.134,0.267,0.127,0,6,6,11,26,0,4,0,2,4
0029800002,1610612753,ORL,Orlando,353,Darrell Armstrong,,,28:54,3,5,0.6,1,1,1.0,8,8,1.0,0,0,0,8,2,0,4,1,15,14.0,0.469,0.429,0.488,0.341,0.208,0.249,0.1,0.096,0,2,6,6,20,0,3,2,5,2
0029800002,1610612753,ORL,Orlando,358,Anfernee Hardaway,G,,40:26,4,14,0.286,2,0,0.0,5,4,0.8,7,2,9,2,1,0,3,3,12,-4.0,0.407,0.371,0.493,0.284,0.194,0.139,0.25,0.154,0,8,12,19,44,0,0,4,4,8
0029800002,1610612753,ORL,Orlando,400,Derek Strong,,,13:39,2,7,0.286,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,4,3.0,0.462,0.308,0.667,0.222,0.286,0.36,0.167,0.098,1,2,4,5,18,0,2,0,2,4
0029800002,1610612753,ORL,Orlando,448,Bo Outlaw,F,,33:52,1,6,0.167,0,0,0.0,6,1,0.167,4,1,5,0,2,1,2,4,3,-10.0,0.398,0.373,0.517,0.241,0.241,0.123,0.286,0.158,0,8,10,16,40,0,1,0,2,2
0029800002,1610612753,ORL,Orlando,1134,Ike Austin,C,,24:21,6,13,0.462,0,0,0.0,3,2,0.667,2,2,4,1,2,0,1,2,14,2.0,0.391,0.239,0.474,0.211,0.263,0.215,0.321,0.125,0,6,8,10,24,0,5,0,0,6
0029800002,1610612753,ORL,Orlando,1720,Michael Doleac,,,7:19,1,1,1.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,1,1,2,0.0,0.5,0.143,0.545,0.364,0.167,0.203,0.0,0.118,0,2,2,3,10,0,0,0,2,0
0029800002,1610612753,ORL,Orlando,1723,Matt Harpring,,,11:08,2,3,0.667,0,0,0.0,1,1,1.0,1,0,1,0,1,0,0,4,5,12.0,0.525,0.25,0.385,0.615,0.222,0.355,0.143,0.086,1,0,2,3,6,0,3,2,0,4
0029800003,1610612765,DET,Detroit,146,Jud Buechler,,,13:00,1,4,0.25,3,1,0.333,0,0,0.0,2,0,2,0,0,0,0,0,3,5.0,0.543,0.0,0.405,0.19,0.333,0.176,0.4,0.174,0,3,0,5,6,0,0,0,0,0
0029800003,1610612765,DET,Detroit,183,Bison Dele,C,,21:44,3,6,0.5,0,0,0.0,5,2,0.4,2,3,5,1,2,0,2,4,8,10.0,0.397,0.588,0.483,0.2,0.167,0.227,0.364,0.126,2,3,5,1,12,0,2,0,0,2
0029800003,1610612765,DET,Detroit,247,Joe Dumars,G,,23:17,5,10,0.5,7,4,0.571,0,0,0.0,0,0,0,2,0,0,0,1,14,-5.0,0.526,0.231,0.611,0.306,0.3,0.117,0.3,0.159,0,5,9,12,26,0,0,3,0,0
0029800003,1610612765,DET,Detroit,255,Grant Hill,F,,33:10,7,15,0.467,0,0,0.0,8,5,0.625,2,1,3,0,3,0,4,3,19,12.0,0.461,0.471,0.489,0.356,0.211,0.2,0.357,0.176,1,7,5,8,22,0,4,1,6,6
0029800003,1610612765,DET,Detroit,283,Lindsey Hunter,G,,41:58,6,11,0.545,2,1,0.5,2,2,1.0,3,0,3,5,2,0,2,3,15,14.0,0.538,0.369,0.516,0.29,0.269,0.171,0.367,0.178,2,8,9,15,32,0,0,4,2,6
0029800003,1610612765,DET,Detroit,690,Don Reid,,,26:52,0,1,0.0,0,0,0.0,0,0,0.0,5,2,7,3,1,2,3,4,0,5.0,0.568,0.136,0.488,0.39,0.3,0.125,0.353,0.197,1,6,4,16,22,0,0,0,0,0
0029800003,1610612765,DET,Detroit,711,Jerry Stackhouse,,,31:09,7,18,0.389,3,1,0.333,9,9,1.0,2,1,3,2,0,0,2,2,24,11.0,0.44,0.34,0.455,0.25,0.13,0.194,0.346,0.157,3,1,6,11,16,0,7,2,9,8
0029800003,1610612765,DET,Detroit,919,Loy Vaught,F,,18:30,2,5,0.4,0,0,0.0,0,0,0.0,2,2,4,1,0,0,0,3,4,2.0,0.552,0.241,0.5,0.5,0.2,0.119,0.333,0.181,1,4,3,8,16,0,0,0,0,0
0029800003,1610612765,DET,Detroit,966,Jerome Williams,,,26:58,3,6,0.5,0,0,0.0,0,0,0.0,6,5,11,0,1,0,1,2,6,14.0,0.489,0.283,0.476,0.122,0.2,0.187,0.429,0.174,0,3,4,9,16,0,4,0,0,4
0029800003,1610612765,DET,Detroit,1855,Mark Macon,,,3:23,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,0,2,2.0,0.222,0.0,0.25,0.0,0.0,0.333,0.333,0.0,0,0,0,0,2,0,0,0,0,0
0029800003,1610612748,MIA,Miami,105,Dan Majerle,G,,30:13,3,6,0.5,2,0,0.0,2,1,0.5,3,2,5,3,0,0,1,1,7,-13.0,0.511,0.227,0.5,0.259,0.385,0.152,0.313,0.202,0,11,3,14,18,0,4,0,3,6
0029800003,1610612748,MIA,Miami,136,P.J. Brown,F,,35:19,4,6,0.667,0,0,0.0,2,2,1.0,3,0,3,1,0,0,1,4,10,-18.0,0.531,0.292,0.564,0.364,0.385,0.206,0.167,0.203,0,13,8,16,20,0,0,2,2,4
0029800003,1610612748,MIA,Miami,173,Keith Askins,,,8:49,0,1,0.0,1,0,0.0,0,0,0.0,1,0,1,0,1,0,0,2,0,-1.0,0.375,0.583,0.409,0.545,0.286,0.205,0.167,0.066,0,2,0,2,0,0,0,0,0,0
0029800003,1610612748,MIA,Miami,297,Alonzo Mourning,C,,42:56,6,13,0.462,0,0,0.0,4,2,0.5,6,3,9,2,0,7,3,4,14,-9.0,0.492,0.274,0.464,0.314,0.378,0.165,0.259,0.194,1,17,5,17,24,0,3,0,0,8
0029800003,1610612748,MIA,Miami,320,Jamie Watson,,,2:15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,3.0,0.667,0.0,0.0,0.667,0.0,0.0,0.0,0.4,0,0,0,1,0,0,0,0,0,0
0029800003,1610612748,MIA,Miami,345,Terry Porter,,,17:59,2,5,0.4,2,0,0.0,0,0,0.0,1,0,1,1,0,0,0,2,4,-13.0,0.38,0.32,0.484,0.226,0.467,0.181,0.2,0.164,0,7,9,7,10,0,0,2,2,2
0029800003,1610612748,MIA,Miami,469,Jamal Mashburn,F,,43:57,6,16,0.375,0,0,0.0,11,7,0.636,5,1,6,7,2,2,7,5,19,-9.0,0.492,0.303,0.486,0.306,0.361,0.159,0.233,0.15,1,15,8,13,24,0,1,3,5,8
0029800003,1610612748,MIA,Miami,777,Rex Walters,,,5:11,1,2,0.5,1,1,1.0,0,0,0.0,1,0,1,1,0,0,0,1,3,4.0,0.563,0.0,0.167,0.667,0.2,0.228,0.0,0.2,0,2,0,1,2,0,0,0,0,0
0029800003,1610612748,MIA,Miami,896,Tim Hardaway,G,,41:35,7,17,0.412,9,4,0.444,1,0,0.0,2,0,2,7,1,1,2,2,18,-14.0,0.516,0.328,0.57,0.328,0.345,0.181,0.24,0.158,0,14,10,13,24,0,0,0,3,2
0029800003,1610612748,MIA,Miami,1110,Mark Strickland,,,11:46,3,4,0.75,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,0,6,0.0,0.452,0.19,0.417,0.083,0.273,0.044,0.231,0.092,0,4,7,1,8,0,0,2,2,4
0029800004,1610612766,CHH,Charlotte,133,David Wesley,G,,35:34,1,11,0.091,2,0,0.0,8,4,0.5,1,0,1,6,2,0,2,1,6,-4.0,0.422,0.392,0.41,0.197,0.306,0.153,0.182,0.182,1,17,11,18,30,0,0,0,0,0
0029800004,1610612766,CHH,Charlotte,184,Bobby Phills,G,,30:03,6,10,0.6,2,2,1.0,2,1,0.5,2,0,2,3,0,0,3,2,15,-4.0,0.433,0.311,0.434,0.17,0.286,0.14,0.207,0.21,0,15,11,20,26,0,0,10,3,8
0029800004,1610612766,CHH,Charlotte,341,Joe Wolf,,,5:17,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,4,0,-7.0,0.214,0.571,0.5,0.333,0.333,0.0,0.25,0.129,0,2,0,2,2,0,0,0,0,0
0029800004,1610612766,CHH,Charlotte,359,Chucky Brown,,,19:19,1,4,0.25,0,0,0.0,0,0,0.0,2,0,2,0,1,1,1,0,2,-8.0,0.315,0.37,0.329,0.2,0.286,0.135,0.158,0.15,1,4,2,6,12,0,0,0,2,0
0029800004,1610612766,CHH,Charlotte,456,Chuck Person,F,,28:49,4,10,0.4,8,3,0.375,0,0,0.0,3,0,3,0,1,1,3,1,11,-4.0,0.43,0.326,0.431,0.176,0.357,0.151,0.214,0.218,0,15,11,18,26,0,3,0,0,2
0029800004,1610612766,CHH,Charlotte,462,J.R. Reid,F,,33:16,3,9,0.333,0,0,0.0,2,2,1.0,4,1,5,2,2,1,0,2,8,1.0,0.427,0.5,0.382,0.2,0.188,0.129,0.161,0.144,2,10,9,11,20,0,0,0,0,2
0029800004,1610612766,CHH,Charlotte,695,Eldridge Recasner,,,14:30,1,3,0.333,2,1,0.5,0,0,0.0,2,0,2,1,0,0,1,0,3,-10.0,0.25,0.182,0.396,0.167,0.25,0.149,0.176,0.194,0,2,2,6,8,0,0,0,0,0
0029800004,1610612766,CHH,Charlotte,934,Derrick Coleman,C,,33:58,4,13,0.308,0,0,0.0,6,3,0.5,10,5,15,3,0,1,2,2,11,-5.0,0.415,0.264,0.439,0.193,0.3,0.172,0.182,0.171,4,15,11,20,28,0,1,0,3,6
0029800004,1610612766,CHH,Charlotte,1576,Travis Williams,,,16:48,2,4,0.5,0,0,0.0,0,0,0.0,6,1,7,1,1,0,2,3,4,-13.0,0.295,0.182,0.409,0.152,0.421,0.181,0.133,0.293,1,9,4,13,20,0,0,2,2,4
0029800004,1610612766,CHH,Charlotte,1729,Ricky Davis,,,15:53,2,5,0.4,0,0,0.0,4,2,0.5,2,2,4,1,1,0,2,0,6,-6.0,0.341,0.455,0.317,0.233,0.333,0.129,0.2,0.176,1,4,2,4,12,0,0,5,4,2
0029800004,1610612766,CHH,Charlotte,1802,Brad Miller,,,6:34,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,0,0.0,0.35,0.2,0.25,0.167,0.25,0.084,0.429,0.337,0,2,2,2,6,0,0,0,0,0
0029800004,1610612755,PHI,Philadelphia,243,Aaron McKie,,,14:31,1,2,0.5,0,0,0.0,0,0,0.0,3,0,3,2,0,0,1,2,2,-4.0,0.259,0.069,0.37,0.348,0.214,0.175,0.333,0.143,0,1,5,5,10,0,0,0,0,0
0029800004,1610612755,PHI,Philadelphia,248,George Lynch,F,,27:35,4,12,0.333,0,0,0.0,0,0,0.0,2,3,5,0,3,0,0,5,8,-1.0,0.343,0.157,0.408,0.421,0.192,0.184,0.355,0.139,2,4,10,6,12,0,0,2,4,2
0029800004,1610612755,PHI,Philadelphia,265,Harvey Grant,,,25:24,2,4,0.5,0,0,0.0,2,2,1.0,1,1,2,1,1,2,0,1,6,6.0,0.381,0.31,0.385,0.359,0.2,0.199,0.13,0.118,0,0,14,8,18,0,0,0,2,0
0029800004,1610612755,PHI,Philadelphia,281,Scott Williams,,,10:23,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,1,1,2,2,0,4.0,0.474,0.158,0.433,0.533,0.182,0.154,0.333,0.104,0,0,1,2,4,0,0,0,0,0
0029800004,1610612755,PHI,Philadelphia,689,Theo Ratliff,F,,32:34,6,11,0.545,0,0,0.0,2,1,0.5,6,3,9,0,0,3,0,3,13,14.0,0.464,0.143,0.37,0.348,0.133,0.183,0.31,0.165,0,4,7,10,14,0,2,0,2,10
0029800004,1610612755,PHI,Philadelphia,727,Eric Snow,G,,31:44,5,12,0.417,1,0,0.0,1,0,0.0,4,0,4,5,1,0,0,3,10,4.0,0.429,0.214,0.456,0.4,0.143,0.197,0.333,0.149,0,4,12,10,18,0,6,2,2,10
0029800004,1610612755,PHI,Philadelphia,761,Matt Geiger,C,,25:49,3,9,0.333,0,0,0.0,0,0,0.0,3,2,5,0,1,3,2,4,6,20.0,0.411,0.156,0.25,0.263,0.233,0.203,0.28,0.109,0,3,6,5,6,0,2,0,0,4
0029800004,1610612755,PHI,Philadelphia,947,Allen Iverson,G,,36:39,4,17,0.235,5,1,0.2,7,6,0.857,8,1,9,4,3,0,7,4,15,-6.0,0.347,0.177,0.455,0.255,0.176,0.179,0.216,0.158,1,3,16,11,22,0,2,5,5,6
0029800004,1610612755,PHI,Philadelphia,1501,Tim Thomas,,,15:14,2,5,0.4,3,1,0.333,2,2,1.0,4,0,4,5,0,0,0,2,7,6.0,0.46,0.28,0.455,0.091,0.154,0.251,0.357,0.206,0,0,6,8,8,0,3,2,5,2
0029800004,1610612755,PHI,Philadelphia,1515,Anthony Parker,,,0:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0029800004,1610612755,PHI,Philadelphia,1716,Larry Hughes,,,16:25,5,10,0.5,3,1,0.333,2,0,0.0,6,3,9,1,1,1,0,0,11,25.0,0.516,0.226,0.143,0.571,0.158,0.147,0.533,0.133,1,1,1,3,2,0,4,2,4,4
0029800004,1610612755,PHI,Philadelphia,1737,Nazr Mohammed,,,1:54,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0,0.0,1.0,0.625,0.5,0.667,0.258,0.0,0.0,0,0,5,0,2,0,0,0,0,0
0029800004,1610612755,PHI,Philadelphia,1745,Casey Shaw,,,1:09,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,0,0,2,2,4,0,0,0,0,0
0029800005,1610612737,ATL,Atlanta,3,Grant Long,,,18:33,2,3,0.667,0,0,0.0,8,6,0.75,4,1,5,1,1,0,1,4,10,20.0,0.542,1.083,0.333,0.75,0.25,0.318,0.25,0.156,0,5,2,10,10,0,2,2,5,2
0029800005,1610612737,ATL,Atlanta,87,Dikembe Mutombo,C,,36:04,6,9,0.667,0,0,0.0,5,3,0.6,7,4,11,0,0,8,1,2,15,24.0,0.528,0.585,0.392,0.333,0.294,0.181,0.261,0.129,0,8,10,10,30,0,5,0,3,12
0029800005,1610612737,ATL,Atlanta,111,LaPhonso Ellis,F,,25:27,4,7,0.571,1,0,0.0,8,6,0.75,7,0,7,0,0,0,1,6,14,14.0,0.538,0.4,0.344,0.333,0.321,0.098,0.313,0.16,0,8,6,8,18,0,0,0,4,6
0029800005,1610612737,ATL,Atlanta,120,Steven Smith,G,,33:45,6,13,0.462,2,0,0.0,11,9,0.818,1,1,2,4,0,0,4,4,21,15.0,0.51,0.708,0.439,0.316,0.3,0.139,0.333,0.141,0,8,6,10,32,0,4,2,2,6
0029800005,1610612737,ATL,Atlanta,302,Mookie Blaylock,G,,36:50,5,10,0.5,4,1,0.25,5,5,1.0,5,0,5,6,2,0,2,2,16,17.0,0.509,0.544,0.427,0.355,0.303,0.151,0.308,0.126,0,8,10,10,36,0,0,3,0,2
0029800005,1610612737,ATL,Atlanta,673,Alan Henderson,F,,28:23,4,9,0.444,0,0,0.0,0,0,0.0,2,3,5,0,1,0,1,2,8,-3.0,0.467,0.333,0.452,0.231,0.375,0.094,0.286,0.133,0,8,8,7,30,0,0,6,0,4
0029800005,1610612737,ATL,Atlanta,770,Mark West,,,11:56,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,-7.0,0.333,0.667,0.5,0.556,0.429,0.205,0.333,0.172,0,5,0,7,10,0,0,0,0,0
0029800005,1610612737,ATL,Atlanta,895,Tyrone Corbin,,,21:29,3,9,0.333,0,0,0.0,4,1,0.25,0,0,0,2,1,0,0,0,7,3.0,0.431,0.862,0.536,0.5,0.333,0.301,0.235,0.122,0,5,4,9,22,0,0,0,4,0
0029800005,1610612737,ATL,Atlanta,1516,Ed Gray,,,14:15,3,8,0.375,2,1,0.5,0,0,0.0,0,0,0,0,2,0,1,0,7,2.0,0.413,0.391,0.357,0.571,0.364,0.288,0.182,0.138,0,5,4,7,8,0,0,4,3,4
0029800005,1610612737,ATL,Atlanta,1533,Anthony Johnson,,,10:39,0,1,0.0,0,0,0.0,2,2,1.0,1,0,1,2,1,0,2,3,2,0.0,0.385,0.923,0.4,0.533,0.429,0.311,0.25,0.197,0,5,0,7,4,0,0,0,2,0
0029800005,1610612737,ATL,Atlanta,1544,Chris Crawford,,,1:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0
0029800005,1610612737,ATL,Atlanta,1742,Shammond Williams,,,1:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0
0029800005,1610612737,ATL,Atlanta,1852,Jeff Sheppard,,,0:31,0,1,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0029800005,1610612739,CLE,Cleveland,198,Danny Ferry,,,13:36,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,2,0,1.0,0.579,0.316,0.368,1.0,0.385,0.082,0.2,0.195,0,6,7,6,10,0,0,0,0,0
