FIRST_NAME,GAMECODE,GAME_DATE,GAME_ID,JERSEY_NUM,LAST_NAME,OFFICIAL_ID
Bill,20021130/DETMIL,"SATURDAY, NOVEMBER 30, 2002",0020200235,22,Spooner,1194.0
Michael,20021130/DETMIL,"SATURDAY, NOVEMBER 30, 2002",0020200235,62,Henderson,2147.0
James,20021207/NOHMIL,"SATURDAY, DECEMBER 7, 2002",0020200284,19,Capers,1148.0
Derrick,20021207/NOHMIL,"SATURDAY, DECEMBER 7, 2002",0020200284,54,Collins,2002.0
Jack,20021207/NOHMIL,"SATURDAY, DECEMBER 7, 2002",0020200284,35,Nies,1180.0
Leon,20021214/MILCHI,"SATURDAY, DECEMBER 14, 2002",0020200333,40,Wood,1201.0
Bernie,20021214/MILCHI,"SATURDAY, DECEMBER 14, 2002",0020200333,7,Fryer,1163.0
George,20021214/MILCHI,"SATURDAY, DECEMBER 14, 2002",0020200333,23,Toliver,1827.0
Marc,20021218/DALDEN,"WEDNESDAY, DECEMBER 18, 2002",0020200362,64,Davis,1830.0
Tony,20021218/DALDEN,"WEDNESDAY, DECEMBER 18, 2002",0020200362,56,Brothers,1146.0
Bennett,20021218/DALDEN,"WEDNESDAY, DECEMBER 18, 2002",0020200362,15,Salvatore,1192.0
Ron,20021223/UTAHOU,"MONDAY, DECEMBER 23, 2002",0020200399,10,Garretson,1164.0
David,20021223/UTAHOU,"MONDAY, DECEMBER 23, 2002",0020200399,36,Jones,1168.0
Kevin,20021223/UTAHOU,"MONDAY, DECEMBER 23, 2002",0020200399,39,Fehr,1159.0
Courtney,20021231/PORCHI,"TUESDAY, DECEMBER 31, 2002",0020200443,61,Kirkland,2004.0
Jess,20021231/PORCHI,"TUESDAY, DECEMBER 31, 2002",0020200443,20,Kersey,1826.0
Joe,20021231/PORCHI,"TUESDAY, DECEMBER 31, 2002",0020200443,45,Forte,1161.0
Courtney,20030131/CHIPOR,"FRIDAY, JANUARY 31, 2003",0020200665,61,Kirkland,2004.0
JB,20030131/CHIPOR,"FRIDAY, JANUARY 31, 2003",0020200665,14,DeRosa,1155.0
Jess,20030131/CHIPOR,"FRIDAY, JANUARY 31, 2003",0020200665,20,Kersey,1826.0
James,20030211/SASPOR,"TUESDAY, FEBRUARY 11, 2003",0020200717,19,Capers,1148.0
Bennett,20030211/SASPOR,"TUESDAY, FEBRUARY 11, 2003",0020200717,15,Salvatore,1192.0
Phil,20030211/SASPOR,"TUESDAY, FEBRUARY 11, 2003",0020200717,70,Robinson,1189.0
Mike,20030306/GSWCHI,"THURSDAY, MARCH 6, 2003",0020200882,24,Callahan,1147.0
Michael,20030306/GSWCHI,"THURSDAY, MARCH 6, 2003",0020200882,38,Smith,1193.0
Hue,20030306/GSWCHI,"THURSDAY, MARCH 6, 2003",0020200882,42,Hollins,1166.0
Tony,20030314/DALGSW,"FRIDAY, MARCH 14, 2003",0020200942,68,Brown,2529.0
Leroy,20030314/DALGSW,"FRIDAY, MARCH 14, 2003",0020200942,51,Richardson,1188.0
Don,20030314/DALGSW,"FRIDAY, MARCH 14, 2003",0020200942,12,Vaden,1197.0
Mike,20030404/SASTOR,"FRIDAY, APRIL 4, 2003",0020201089,24,Callahan,1147.0
Kevin,20030404/SASTOR,"FRIDAY, APRIL 4, 2003",0020201089,39,Fehr,1159.0
Dick,20030404/SASTOR,"FRIDAY, APRIL 4, 2003",0020201089,27,Bavetta,1142.0
Gary,20030408/INDCHI,"TUESDAY, APRIL 8, 2003",0020201119,59,Zielinski,1664.0
Sean,20030408/INDCHI,"TUESDAY, APRIL 8, 2003",0020201119,33,Corbin,1151.0
JB,20030408/INDCHI,"TUESDAY, APRIL 8, 2003",0020201119,14,DeRosa,1155.0
