FIRST_NAME,GAMECODE,GAME_DATE,GAME_ID,JERSEY_NUM,LAST_NAME,OFFICIAL_ID
Bennett,19971223/DALCLE,"TUESDAY, DECEMBER 23, 1997",0029700374,15,Salvatore,1192.0
Ed,19971223/DALCLE,"TUESDAY, DECEMBER 23, 1997",0029700374,18,Middleton,1177.0
James,19971226/ATLMIL,"FRIDAY, DECEMBER 26, 1997",0029700385,19,Capers,1148.0
Mark,19971226/ATLMIL,"FRIDAY, DECEMBER 26, 1997",0029700385,61,Wunderlich,1203.0
Tommy,19971226/ATLMIL,"FRIDAY, DECEMBER 26, 1997",0029700385,28,Nunez,1181.0
Violet,19971229/DALCHI,"MONDAY, DECEMBER 29, 1997",0029700409,66,Palmer,1185.0
Tommy,19971229/DALCHI,"MONDAY, DECEMBER 29, 1997",0029700409,28,Nunez,1181.0
Blane,19971229/DALCHI,"MONDAY, DECEMBER 29, 1997",0029700409,37,Reichelt,1186.0
David,19980102/PHISEA,"FRIDAY, JANUARY 2, 1998",0029700438,36,Jones,1168.0
Jimmy,19980102/PHISEA,"FRIDAY, JANUARY 2, 1998",0029700438,6,Clark,1150.0
Gary,19980102/PHISEA,"FRIDAY, JANUARY 2, 1998",0029700438,30,Benson,1143.0
Derek,19980213/ATLCHI,"FRIDAY, FEBRUARY 13, 1998",0029700712,63,Richardson,1204.0
Joe,19980213/ATLCHI,"FRIDAY, FEBRUARY 13, 1998",0029700712,45,Forte,1161.0
Bruce,19980213/ATLCHI,"FRIDAY, FEBRUARY 13, 1998",0029700712,9,Alexander,1140.0
Bill,19980222/SACMIN,"SUNDAY, FEBRUARY 22, 1998",0029700778,21,Oakes,1183.0
Violet,19980222/SACMIN,"SUNDAY, FEBRUARY 22, 1998",0029700778,66,Palmer,1185.0
Blane,19980222/SACMIN,"SUNDAY, FEBRUARY 22, 1998",0029700778,37,Reichelt,1186.0
Tony,19980226/GSWWAS,"THURSDAY, FEBRUARY 26, 1998",0029700804,56,Brothers,1146.0
Bennett,19980226/GSWWAS,"THURSDAY, FEBRUARY 26, 1998",0029700804,15,Salvatore,1192.0
Ed,19980226/GSWWAS,"THURSDAY, FEBRUARY 26, 1998",0029700804,18,Middleton,1177.0
Michael,19980303/INDVAN,"TUESDAY, MARCH 3, 1998",0029700842,59,Smith,1193.0
Sean,19980303/INDVAN,"TUESDAY, MARCH 3, 1998",0029700842,64,Corbin,1151.0
Tommy,19980303/INDVAN,"TUESDAY, MARCH 3, 1998",0029700842,28,Nunez,1181.0
Derrick,19980314/NJNDAL,"SATURDAY, MARCH 14, 1998",0029700915,14,Stafford,1195.0
David,19980314/NJNDAL,"SATURDAY, MARCH 14, 1998",0029700915,36,Jones,1168.0
Kevin,19980314/NJNDAL,"SATURDAY, MARCH 14, 1998",0029700915,62,Fehr,1159.0
Luis,19980329/DALLAC,"SUNDAY, MARCH 29, 1998",0029701032,8,Grillo,1165.0
Terry,19980329/DALLAC,"SUNDAY, MARCH 29, 1998",0029701032,31,Durham,1157.0
Rodney,19980329/DALLAC,"SUNDAY, MARCH 29, 1998",0029701032,71,Mott,1179.0
Blane,19980331/MILGSW,"TUESDAY, MARCH 31, 1998",0029701045,37,Reichelt,1186.0
Rashan,19980331/MILGSW,"TUESDAY, MARCH 31, 1998",0029701045,74,Michel,1661.0
Bill,19980331/MILGSW,"TUESDAY, MARCH 31, 1998",0029701045,21,Oakes,1183.0
Mike,19980409/HOUGSW,"THURSDAY, APRIL 9, 1998",0029701113,24,Callahan,1147.0
Scott,19980409/HOUGSW,"THURSDAY, APRIL 9, 1998",0029701113,60,Wall,1198.0
Bernie,19980409/HOUGSW,"THURSDAY, APRIL 9, 1998",0029701113,7,Fryer,1163.0
Jack,19980414/WASNYK,"TUESDAY, APRIL 14, 1998",0029701140,35,Nies,1180.0
Blane,19980414/WASNYK,"TUESDAY, APRIL 14, 1998",0029701140,37,Reichelt,1186.0
Tommy,19980414/WASNYK,"TUESDAY, APRIL 14, 1998",0029701140,28,Nunez,1181.0
