FIRST_NAME,GAMECODE,GAME_DATE,GAME_ID,JERSEY_NUM,LAST_NAME,OFFICIAL_ID
Sean,20071031/CHINJN,"WEDNESDAY, OCTOBER 31, 2007",0020700007,33,Corbin,1151.0
Marc,20071031/DALCLE,"WEDNESDAY, OCTOBER 31, 2007",0020700008,34,Davis,1830.0
Ed,20071031/DALCLE,"WEDNESDAY, OCTOBER 31, 2007",0020700008,73,Malloy,2530.0
Steve,20071031/DALCLE,"WEDNESDAY, OCTOBER 31, 2007",0020700008,29,Javie,1167.0
David,20071031/SASMEM,"WEDNESDAY, OCTOBER 31, 2007",0020700009,60,Guthrie,2714.0
Tom,20071031/SASMEM,"WEDNESDAY, OCTOBER 31, 2007",0020700009,49,Washington,1199.0
Bill,20071031/SASMEM,"WEDNESDAY, OCTOBER 31, 2007",0020700009,22,Spooner,1194.0
James,20071031/SACNOH,"WEDNESDAY, OCTOBER 31, 2007",0020700010,19,Capers,1148.0
John,20071031/SACNOH,"WEDNESDAY, OCTOBER 31, 2007",0020700010,67,Goble,101284.0
Jimmy,20071031/SACNOH,"WEDNESDAY, OCTOBER 31, 2007",0020700010,6,Clark,1150.0
Eli,20071031/SEADEN,"WEDNESDAY, OCTOBER 31, 2007",0020700011,64,Roe,2532.0
Rodney,20071031/SEADEN,"WEDNESDAY, OCTOBER 31, 2007",0020700011,71,Mott,1179.0
Dan,20071031/SEADEN,"WEDNESDAY, OCTOBER 31, 2007",0020700011,43,Crawford,1152.0
Matt,20071101/DETMIA,"THURSDAY, NOVEMBER 1, 2007",0020700012,46,Boland,2005.0
JB,20071101/DETMIA,"THURSDAY, NOVEMBER 1, 2007",0020700012,14,DeRosa,1155.0
Courtney,20071101/DETMIA,"THURSDAY, NOVEMBER 1, 2007",0020700012,61,Kirkland,2004.0
Eddie,20071101/HOUUTA,"THURSDAY, NOVEMBER 1, 2007",0020700013,32,Rush,1190.0
Pat,20071101/HOUUTA,"THURSDAY, NOVEMBER 1, 2007",0020700013,52,Fraher,2003.0
Bill,20071101/HOUUTA,"THURSDAY, NOVEMBER 1, 2007",0020700013,55,Kennedy,1662.0
Leon,20071101/PHXSEA,"THURSDAY, NOVEMBER 1, 2007",0020700014,40,Wood,1201.0
Jason,20071101/PHXSEA,"THURSDAY, NOVEMBER 1, 2007",0020700014,23,Phillips,2001.0
Ron,20071101/PHXSEA,"THURSDAY, NOVEMBER 1, 2007",0020700014,10,Garretson,1164.0
Brian,20071102/MILCHA,"FRIDAY, NOVEMBER 2, 2007",0020700015,62,Forte,101283.0
Scott,20071102/MILCHA,"FRIDAY, NOVEMBER 2, 2007",0020700015,48,Foster,1162.0
Luis,20071102/MILCHA,"FRIDAY, NOVEMBER 2, 2007",0020700015,8,Grillo,1165.0
Eric,20071102/DETORL,"FRIDAY, NOVEMBER 2, 2007",0020700016,42,Lewis,2715.0
James,20071102/DETORL,"FRIDAY, NOVEMBER 2, 2007",0020700016,19,Capers,1148.0
Jimmy,20071102/DETORL,"FRIDAY, NOVEMBER 2, 2007",0020700016,6,Clark,1150.0
Marc,20071102/MIAIND,"FRIDAY, NOVEMBER 2, 2007",0020700017,34,Davis,1830.0
Kevin,20071102/MIAIND,"FRIDAY, NOVEMBER 2, 2007",0020700017,39,Fehr,1159.0
Steve,20071102/MIAIND,"FRIDAY, NOVEMBER 2, 2007",0020700017,29,Javie,1167.0
Mike,20071102/TORNJN,"FRIDAY, NOVEMBER 2, 2007",0020700018,24,Callahan,1147.0
Tony,20071102/TORNJN,"FRIDAY, NOVEMBER 2, 2007",0020700018,25,Brothers,1146.0
Ed,20071102/TORNJN,"FRIDAY, NOVEMBER 2, 2007",0020700018,73,Malloy,2530.0
Derrick,20071102/DALATL,"FRIDAY, NOVEMBER 2, 2007",0020700019,54,Collins,2002.0
Joe,20071102/DALATL,"FRIDAY, NOVEMBER 2, 2007",0020700019,45,Forte,1161.0
Phil,20071102/DALATL,"FRIDAY, NOVEMBER 2, 2007",0020700019,11,Robinson,1189.0
Gary,20071102/NYKCLE,"FRIDAY, NOVEMBER 2, 2007",0020700020,59,Zielinski,1664.0
Bill,20071102/NYKCLE,"FRIDAY, NOVEMBER 2, 2007",0020700020,22,Spooner,1194.0
Bennett,20071102/NYKCLE,"FRIDAY, NOVEMBER 2, 2007",0020700020,15,Salvatore,1192.0
Leroy,20071102/WASBOS,"FRIDAY, NOVEMBER 2, 2007",0020700021,51,Richardson,1188.0
Sean,20071102/WASBOS,"FRIDAY, NOVEMBER 2, 2007",0020700021,33,Corbin,1151.0
Dick,20071102/WASBOS,"FRIDAY, NOVEMBER 2, 2007",0020700021,27,Bavetta,1142.0
Derrick,20071102/PORNOH,"FRIDAY, NOVEMBER 2, 2007",0020700022,9,Stafford,1195.0
David,20071102/PORNOH,"FRIDAY, NOVEMBER 2, 2007",0020700022,60,Guthrie,2714.0
Bob,20071102/PORNOH,"FRIDAY, NOVEMBER 2, 2007",0020700022,26,Delaney,1154.0
Violet,20071102/DENMIN,"FRIDAY, NOVEMBER 2, 2007",0020700023,12,Palmer,1185.0
Tom,20071102/DENMIN,"FRIDAY, NOVEMBER 2, 2007",0020700023,49,Washington,1199.0
Mark,20071102/DENMIN,"FRIDAY, NOVEMBER 2, 2007",0020700023,53,Lindsay,200834.0
Monty,20071102/PHICHI,"FRIDAY, NOVEMBER 2, 2007",0020700024,13,McCutchen,1176.0
Joe,20071102/PHICHI,"FRIDAY, NOVEMBER 2, 2007",0020700024,17,Crawford,1153.0
Olandis,20071102/PHICHI,"FRIDAY, NOVEMBER 2, 2007",0020700024,50,Poole,2716.0
Ken,20071102/SACSAS,"FRIDAY, NOVEMBER 2, 2007",0020700025,41,Mauer,1174.0
Zach,20071102/SACSAS,"FRIDAY, NOVEMBER 2, 2007",0020700025,58,Zarba,2534.0
Scott,20071102/SACSAS,"FRIDAY, NOVEMBER 2, 2007",0020700025,31,Wall,1198.0
Bill,20071102/LALPHX,"FRIDAY, NOVEMBER 2, 2007",0020700026,55,Kennedy,1662.0
Pat,20071102/LALPHX,"FRIDAY, NOVEMBER 2, 2007",0020700026,52,Fraher,2003.0
Eddie,20071102/LALPHX,"FRIDAY, NOVEMBER 2, 2007",0020700026,32,Rush,1190.0
Eli,20071102/GSWLAC,"FRIDAY, NOVEMBER 2, 2007",0020700027,64,Roe,2532.0
Rodney,20071102/GSWLAC,"FRIDAY, NOVEMBER 2, 2007",0020700027,71,Mott,1179.0
Dan,20071102/GSWLAC,"FRIDAY, NOVEMBER 2, 2007",0020700027,43,Crawford,1152.0
Courtney,20071103/NJNPHI,"SATURDAY, NOVEMBER 3, 2007",0020700028,61,Kirkland,2004.0
Scott,20071103/NJNPHI,"SATURDAY, NOVEMBER 3, 2007",0020700028,48,Foster,1162.0
Phil,20071103/NJNPHI,"SATURDAY, NOVEMBER 3, 2007",0020700028,11,Robinson,1189.0
Mike,20071103/ORLWAS,"SATURDAY, NOVEMBER 3, 2007",0020700029,24,Callahan,1147.0
Tony,20071103/ORLWAS,"SATURDAY, NOVEMBER 3, 2007",0020700029,25,Brothers,1146.0
Ed,20071103/ORLWAS,"SATURDAY, NOVEMBER 3, 2007",0020700029,73,Malloy,2530.0
Sean,20071103/INDMEM,"SATURDAY, NOVEMBER 3, 2007",0020700030,65,Wright,2882.0
Joe,20071103/INDMEM,"SATURDAY, NOVEMBER 3, 2007",0020700030,45,Forte,1161.0
Michael,20071103/INDMEM,"SATURDAY, NOVEMBER 3, 2007",0020700030,38,Smith,1193.0
Tom,20071103/CHIMIL,"SATURDAY, NOVEMBER 3, 2007",0020700031,49,Washington,1199.0
Leroy,20071103/CHIMIL,"SATURDAY, NOVEMBER 3, 2007",0020700031,51,Richardson,1188.0
Violet,20071103/CHIMIL,"SATURDAY, NOVEMBER 3, 2007",0020700031,12,Palmer,1185.0
Ken,20071103/PORHOU,"SATURDAY, NOVEMBER 3, 2007",0020700032,41,Mauer,1174.0
Zach,20071103/PORHOU,"SATURDAY, NOVEMBER 3, 2007",0020700032,58,Zarba,2534.0
Scott,20071103/PORHOU,"SATURDAY, NOVEMBER 3, 2007",0020700032,31,Wall,1198.0
Tony,20071103/SACDAL,"SATURDAY, NOVEMBER 3, 2007",0020700033,30,Brown,2529.0
Derek,20071103/SACDAL,"SATURDAY, NOVEMBER 3, 2007",0020700033,63,Richardson,1204.0
Mark,20071103/SACDAL,"SATURDAY, NOVEMBER 3, 2007",0020700033,18,Wunderlich,1203.0
Bennie,20071103/GSWUTA,"SATURDAY, NOVEMBER 3, 2007",0020700034,47,Adams,1363.0
Tommy,20071103/GSWUTA,"SATURDAY, NOVEMBER 3, 2007",0020700034,28,Nunez Jr.,2878.0
Jack,20071103/GSWUTA,"SATURDAY, NOVEMBER 3, 2007",0020700034,35,Nies,1180.0
Gary,20071104/BOSTOR,"SUNDAY, NOVEMBER 4, 2007",0020700035,59,Zielinski,1664.0
Bennett,20071104/BOSTOR,"SUNDAY, NOVEMBER 4, 2007",0020700035,15,Salvatore,1192.0
Luis,20071104/BOSTOR,"SUNDAY, NOVEMBER 4, 2007",0020700035,8,Grillo,1165.0
Bill,20071104/SEALAC,"SUNDAY, NOVEMBER 4, 2007",0020700036,55,Kennedy,1662.0
Pat,20071104/SEALAC,"SUNDAY, NOVEMBER 4, 2007",0020700036,52,Fraher,2003.0
Eddie,20071104/SEALAC,"SUNDAY, NOVEMBER 4, 2007",0020700036,32,Rush,1190.0
JB,20071104/MINNYK,"SUNDAY, NOVEMBER 4, 2007",0020700037,14,DeRosa,1155.0
Matt,20071104/MINNYK,"SUNDAY, NOVEMBER 4, 2007",0020700037,46,Boland,2005.0
Courtney,20071104/MINNYK,"SUNDAY, NOVEMBER 4, 2007",0020700037,61,Kirkland,2004.0
James,20071104/CHAMIA,"SUNDAY, NOVEMBER 4, 2007",0020700038,19,Capers,1148.0
Eric,20071104/CHAMIA,"SUNDAY, NOVEMBER 4, 2007",0020700038,42,Lewis,2715.0
Jimmy,20071104/CHAMIA,"SUNDAY, NOVEMBER 4, 2007",0020700038,6,Clark,1150.0
Marc,20071104/ATLDET,"SUNDAY, NOVEMBER 4, 2007",0020700039,34,Davis,1830.0
Steve,20071104/ATLDET,"SUNDAY, NOVEMBER 4, 2007",0020700039,29,Javie,1167.0
Kevin,20071104/ATLDET,"SUNDAY, NOVEMBER 4, 2007",0020700039,39,Fehr,1159.0
Leon,20071104/NOHDEN,"SUNDAY, NOVEMBER 4, 2007",0020700040,40,Wood,1201.0
Mark,20071104/NOHDEN,"SUNDAY, NOVEMBER 4, 2007",0020700040,56,Ayotte,2148.0
Ron,20071104/NOHDEN,"SUNDAY, NOVEMBER 4, 2007",0020700040,10,Garretson,1164.0
Dan,20071104/CLEPHX,"SUNDAY, NOVEMBER 4, 2007",0020700041,43,Crawford,1152.0
Rodney,20071104/CLEPHX,"SUNDAY, NOVEMBER 4, 2007",0020700041,71,Mott,1179.0
Eli,20071104/CLEPHX,"SUNDAY, NOVEMBER 4, 2007",0020700041,64,Roe,2532.0
Monty,20071104/UTALAL,"SUNDAY, NOVEMBER 4, 2007",0020700042,13,McCutchen,1176.0
Ron,20071104/UTALAL,"SUNDAY, NOVEMBER 4, 2007",0020700042,44,Olesiak,1184.0
Bob,20071104/UTALAL,"SUNDAY, NOVEMBER 4, 2007",0020700042,26,Delaney,1154.0
Jimmy,20071105/HOUDAL,"MONDAY, NOVEMBER 5, 2007",0020700043,6,Clark,1150.0
Eric,20071105/HOUDAL,"MONDAY, NOVEMBER 5, 2007",0020700043,42,Lewis,2715.0
Rodney,20071105/HOUDAL,"MONDAY, NOVEMBER 5, 2007",0020700043,71,Mott,1179.0
John,20071106/PHXCHA,"TUESDAY, NOVEMBER 6, 2007",0020700044,67,Goble,101284.0
Courtney,20071106/PHXCHA,"TUESDAY, NOVEMBER 6, 2007",0020700044,61,Kirkland,2004.0
JB,20071106/PHXCHA,"TUESDAY, NOVEMBER 6, 2007",0020700044,14,DeRosa,1155.0
Ken,20071106/ATLNJN,"TUESDAY, NOVEMBER 6, 2007",0020700045,41,Mauer,1174.0
Scott,20071106/ATLNJN,"TUESDAY, NOVEMBER 6, 2007",0020700045,31,Wall,1198.0
Zach,20071106/ATLNJN,"TUESDAY, NOVEMBER 6, 2007",0020700045,58,Zarba,2534.0
Joe,20071106/DENNYK,"TUESDAY, NOVEMBER 6, 2007",0020700046,45,Forte,1161.0
Olandis,20071106/DENNYK,"TUESDAY, NOVEMBER 6, 2007",0020700046,50,Poole,2716.0
Derrick,20071106/DENNYK,"TUESDAY, NOVEMBER 6, 2007",0020700046,9,Stafford,1195.0
Ron,20071106/TORMIL,"TUESDAY, NOVEMBER 6, 2007",0020700047,10,Garretson,1164.0
Sean,20071106/TORMIL,"TUESDAY, NOVEMBER 6, 2007",0020700047,33,Corbin,1151.0
David,20071106/TORMIL,"TUESDAY, NOVEMBER 6, 2007",0020700047,60,Guthrie,2714.0
Dan,20071106/ORLMIN,"TUESDAY, NOVEMBER 6, 2007",0020700048,43,Crawford,1152.0
David,20071106/ORLMIN,"TUESDAY, NOVEMBER 6, 2007",0020700048,36,Jones,1168.0
Tommy,20071106/ORLMIN,"TUESDAY, NOVEMBER 6, 2007",0020700048,28,Nunez Jr.,2878.0
James,20071106/LACCHI,"TUESDAY, NOVEMBER 6, 2007",0020700049,19,Capers,1148.0
Matt,20071106/LACCHI,"TUESDAY, NOVEMBER 6, 2007",0020700049,46,Boland,2005.0
Scott,20071106/LACCHI,"TUESDAY, NOVEMBER 6, 2007",0020700049,48,Foster,1162.0
Jack,20071106/SASHOU,"TUESDAY, NOVEMBER 6, 2007",0020700050,35,Nies,1180.0
Ed,20071106/SASHOU,"TUESDAY, NOVEMBER 6, 2007",0020700050,73,Malloy,2530.0
Derek,20071106/SASHOU,"TUESDAY, NOVEMBER 6, 2007",0020700050,63,Richardson,1204.0
Bob,20071106/SEASAC,"TUESDAY, NOVEMBER 6, 2007",0020700051,26,Delaney,1154.0
Ron,20071106/SEASAC,"TUESDAY, NOVEMBER 6, 2007",0020700051,44,Olesiak,1184.0
Monty,20071106/SEASAC,"TUESDAY, NOVEMBER 6, 2007",0020700051,13,McCutchen,1176.0
Mike,20071106/NOHLAL,"TUESDAY, NOVEMBER 6, 2007",0020700052,24,Callahan,1147.0
Tony,20071106/NOHLAL,"TUESDAY, NOVEMBER 6, 2007",0020700052,25,Brothers,1146.0
Tony,20071106/NOHLAL,"TUESDAY, NOVEMBER 6, 2007",0020700052,30,Brown,2529.0
Bill,20071106/CLEGSW,"TUESDAY, NOVEMBER 6, 2007",0020700053,55,Kennedy,1662.0
Pat,20071106/CLEGSW,"TUESDAY, NOVEMBER 6, 2007",0020700053,52,Fraher,2003.0
Eddie,20071106/CLEGSW,"TUESDAY, NOVEMBER 6, 2007",0020700053,32,Rush,1190.0
Derrick,20071107/ORLTOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700054,9,Stafford,1195.0
Olandis,20071107/ORLTOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700054,50,Poole,2716.0
Joe,20071107/ORLTOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700054,45,Forte,1161.0
Marc,20071107/CHAPHI,"WEDNESDAY, NOVEMBER 7, 2007",0020700055,34,Davis,1830.0
Kevin,20071107/CHAPHI,"WEDNESDAY, NOVEMBER 7, 2007",0020700055,39,Fehr,1159.0
Mark,20071107/CHAPHI,"WEDNESDAY, NOVEMBER 7, 2007",0020700055,18,Wunderlich,1203.0
Leon,20071107/PHXATL,"WEDNESDAY, NOVEMBER 7, 2007",0020700056,40,Wood,1201.0
Mark,20071107/PHXATL,"WEDNESDAY, NOVEMBER 7, 2007",0020700056,56,Ayotte,2148.0
Dick,20071107/PHXATL,"WEDNESDAY, NOVEMBER 7, 2007",0020700056,27,Bavetta,1142.0
Derrick,20071107/LACIND,"WEDNESDAY, NOVEMBER 7, 2007",0020700057,54,Collins,2002.0
Bennett,20071107/LACIND,"WEDNESDAY, NOVEMBER 7, 2007",0020700057,15,Salvatore,1192.0
Mark,20071107/LACIND,"WEDNESDAY, NOVEMBER 7, 2007",0020700057,53,Lindsay,200834.0
Ken,20071107/DENBOS,"WEDNESDAY, NOVEMBER 7, 2007",0020700058,41,Mauer,1174.0
Scott,20071107/DENBOS,"WEDNESDAY, NOVEMBER 7, 2007",0020700058,31,Wall,1198.0
Sean,20071107/DENBOS,"WEDNESDAY, NOVEMBER 7, 2007",0020700058,65,Wright,2882.0
Tom,20071107/MIASAS,"WEDNESDAY, NOVEMBER 7, 2007",0020700059,49,Washington,1199.0
Bill,20071107/MIASAS,"WEDNESDAY, NOVEMBER 7, 2007",0020700059,22,Spooner,1194.0
Jason,20071107/MIASAS,"WEDNESDAY, NOVEMBER 7, 2007",0020700059,23,Phillips,2001.0
Joe,20071107/CLEUTA,"WEDNESDAY, NOVEMBER 7, 2007",0020700060,17,Crawford,1153.0
Phil,20071107/CLEUTA,"WEDNESDAY, NOVEMBER 7, 2007",0020700060,11,Robinson,1189.0
Luis,20071107/CLEUTA,"WEDNESDAY, NOVEMBER 7, 2007",0020700060,8,Grillo,1165.0
Brian,20071107/MEMSEA,"WEDNESDAY, NOVEMBER 7, 2007",0020700061,62,Forte,101283.0
Tony,20071107/MEMSEA,"WEDNESDAY, NOVEMBER 7, 2007",0020700061,25,Brothers,1146.0
Mike,20071107/MEMSEA,"WEDNESDAY, NOVEMBER 7, 2007",0020700061,24,Callahan,1147.0
Monty,20071107/NOHPOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700062,13,McCutchen,1176.0
Bill,20071107/NOHPOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700062,55,Kennedy,1662.0
Gary,20071107/NOHPOR,"WEDNESDAY, NOVEMBER 7, 2007",0020700062,59,Zielinski,1664.0
Ron,20071108/WASNJN,"THURSDAY, NOVEMBER 8, 2007",0020700063,10,Garretson,1164.0
Derrick,20071108/WASNJN,"THURSDAY, NOVEMBER 8, 2007",0020700063,54,Collins,2002.0
David,20071108/WASNJN,"THURSDAY, NOVEMBER 8, 2007",0020700063,60,Guthrie,2714.0
Dan,20071108/DETCHI,"THURSDAY, NOVEMBER 8, 2007",0020700064,43,Crawford,1152.0
Tommy,20071108/DETCHI,"THURSDAY, NOVEMBER 8, 2007",0020700064,28,Nunez Jr.,2878.0
Jack,20071108/DETCHI,"THURSDAY, NOVEMBER 8, 2007",0020700064,35,Nies,1180.0
Michael,20071108/DALGSW,"THURSDAY, NOVEMBER 8, 2007",0020700065,38,Smith,1193.0
Bob,20071108/DALGSW,"THURSDAY, NOVEMBER 8, 2007",0020700065,26,Delaney,1154.0
Ron,20071108/DALGSW,"THURSDAY, NOVEMBER 8, 2007",0020700065,44,Olesiak,1184.0
Eli,20071109/TORPHI,"FRIDAY, NOVEMBER 9, 2007",0020700066,64,Roe,2532.0
JB,20071109/TORPHI,"FRIDAY, NOVEMBER 9, 2007",0020700066,14,DeRosa,1155.0
David,20071109/TORPHI,"FRIDAY, NOVEMBER 9, 2007",0020700066,36,Jones,1168.0
Ron,20071109/INDCHA,"FRIDAY, NOVEMBER 9, 2007",0020700067,10,Garretson,1164.0
Leroy,20071109/INDCHA,"FRIDAY, NOVEMBER 9, 2007",0020700067,51,Richardson,1188.0
Sean,20071109/INDCHA,"FRIDAY, NOVEMBER 9, 2007",0020700067,33,Corbin,1151.0
Derrick,20071109/ATLBOS,"FRIDAY, NOVEMBER 9, 2007",0020700068,9,Stafford,1195.0
Olandis,20071109/ATLBOS,"FRIDAY, NOVEMBER 9, 2007",0020700068,50,Poole,2716.0
Joe,20071109/ATLBOS,"FRIDAY, NOVEMBER 9, 2007",0020700068,45,Forte,1161.0
Bennett,20071109/ORLNYK,"FRIDAY, NOVEMBER 9, 2007",0020700069,15,Salvatore,1192.0
Violet,20071109/ORLNYK,"FRIDAY, NOVEMBER 9, 2007",0020700069,12,Palmer,1185.0
Mark,20071109/ORLNYK,"FRIDAY, NOVEMBER 9, 2007",0020700069,53,Lindsay,200834.0
Marc,20071109/PHXMIA,"FRIDAY, NOVEMBER 9, 2007",0020700070,34,Davis,1830.0
Ed,20071109/PHXMIA,"FRIDAY, NOVEMBER 9, 2007",0020700070,73,Malloy,2530.0
Mark,20071109/PHXMIA,"FRIDAY, NOVEMBER 9, 2007",0020700070,18,Wunderlich,1203.0
Scott,20071109/DENWAS,"FRIDAY, NOVEMBER 9, 2007",0020700071,48,Foster,1162.0
James,20071109/DENWAS,"FRIDAY, NOVEMBER 9, 2007",0020700071,19,Capers,1148.0
Eric,20071109/DENWAS,"FRIDAY, NOVEMBER 9, 2007",0020700071,42,Lewis,2715.0
Leon,20071109/LACDET,"FRIDAY, NOVEMBER 9, 2007",0020700072,40,Wood,1201.0
Mark,20071109/LACDET,"FRIDAY, NOVEMBER 9, 2007",0020700072,56,Ayotte,2148.0
Dick,20071109/LACDET,"FRIDAY, NOVEMBER 9, 2007",0020700072,27,Bavetta,1142.0
Ken,20071109/SASNOH,"FRIDAY, NOVEMBER 9, 2007",0020700073,41,Mauer,1174.0
Scott,20071109/SASNOH,"FRIDAY, NOVEMBER 9, 2007",0020700073,31,Wall,1198.0
Sean,20071109/SASNOH,"FRIDAY, NOVEMBER 9, 2007",0020700073,65,Wright,2882.0
Tom,20071109/MILHOU,"FRIDAY, NOVEMBER 9, 2007",0020700074,49,Washington,1199.0
Jason,20071109/MILHOU,"FRIDAY, NOVEMBER 9, 2007",0020700074,23,Phillips,2001.0
Bill,20071109/MILHOU,"FRIDAY, NOVEMBER 9, 2007",0020700074,22,Spooner,1194.0
Bennie,20071109/MEMPOR,"FRIDAY, NOVEMBER 9, 2007",0020700075,47,Adams,1363.0
John,20071109/MEMPOR,"FRIDAY, NOVEMBER 9, 2007",0020700075,67,Goble,101284.0
Jimmy,20071109/MEMPOR,"FRIDAY, NOVEMBER 9, 2007",0020700075,6,Clark,1150.0
Joe,20071109/MINLAL,"FRIDAY, NOVEMBER 9, 2007",0020700076,17,Crawford,1153.0
Phil,20071109/MINLAL,"FRIDAY, NOVEMBER 9, 2007",0020700076,11,Robinson,1189.0
Luis,20071109/MINLAL,"FRIDAY, NOVEMBER 9, 2007",0020700076,8,Grillo,1165.0
Mike,20071109/CLESAC,"FRIDAY, NOVEMBER 9, 2007",0020700077,24,Callahan,1147.0
Tony,20071109/CLESAC,"FRIDAY, NOVEMBER 9, 2007",0020700077,25,Brothers,1146.0
Brian,20071109/CLESAC,"FRIDAY, NOVEMBER 9, 2007",0020700077,62,Forte,101283.0
Tony,20071109/UTASEA,"FRIDAY, NOVEMBER 9, 2007",0020700078,30,Brown,2529.0
Derek,20071109/UTASEA,"FRIDAY, NOVEMBER 9, 2007",0020700078,63,Richardson,1204.0
Steve,20071109/UTASEA,"FRIDAY, NOVEMBER 9, 2007",0020700078,29,Javie,1167.0
Ken,20071110/PHXORL,"SATURDAY, NOVEMBER 10, 2007",0020700079,41,Mauer,1174.0
Zach,20071110/PHXORL,"SATURDAY, NOVEMBER 10, 2007",0020700079,58,Zarba,2534.0
Scott,20071110/PHXORL,"SATURDAY, NOVEMBER 10, 2007",0020700079,31,Wall,1198.0
Dan,20071110/DENIND,"SATURDAY, NOVEMBER 10, 2007",0020700080,43,Crawford,1152.0
Tommy,20071110/DENIND,"SATURDAY, NOVEMBER 10, 2007",0020700080,28,Nunez Jr.,2878.0
Courtney,20071110/DENIND,"SATURDAY, NOVEMBER 10, 2007",0020700080,61,Kirkland,2004.0
Jack,20071110/BOSNJN,"SATURDAY, NOVEMBER 10, 2007",0020700081,35,Nies,1180.0
JB,20071110/BOSNJN,"SATURDAY, NOVEMBER 10, 2007",0020700081,14,DeRosa,1155.0
Matt,20071110/BOSNJN,"SATURDAY, NOVEMBER 10, 2007",0020700081,46,Boland,2005.0
Derrick,20071110/TORCHI,"SATURDAY, NOVEMBER 10, 2007",0020700082,54,Collins,2002.0
Mark,20071110/TORCHI,"SATURDAY, NOVEMBER 10, 2007",0020700082,56,Ayotte,2148.0
Dick,20071110/TORCHI,"SATURDAY, NOVEMBER 10, 2007",0020700082,27,Bavetta,1142.0
Michael,20071110/MEMUTA,"SATURDAY, NOVEMBER 10, 2007",0020700083,38,Smith,1193.0
Bob,20071110/MEMUTA,"SATURDAY, NOVEMBER 10, 2007",0020700083,26,Delaney,1154.0
Ron,20071110/MEMUTA,"SATURDAY, NOVEMBER 10, 2007",0020700083,44,Olesiak,1184.0
Bennie,20071110/MINSAC,"SATURDAY, NOVEMBER 10, 2007",0020700084,47,Adams,1363.0
John,20071110/MINSAC,"SATURDAY, NOVEMBER 10, 2007",0020700084,67,Goble,101284.0
Jimmy,20071110/MINSAC,"SATURDAY, NOVEMBER 10, 2007",0020700084,6,Clark,1150.0
Mike,20071110/DALPOR,"SATURDAY, NOVEMBER 10, 2007",0020700085,24,Callahan,1147.0
Tony,20071110/DALPOR,"SATURDAY, NOVEMBER 10, 2007",0020700085,25,Brothers,1146.0
Brian,20071110/DALPOR,"SATURDAY, NOVEMBER 10, 2007",0020700085,62,Forte,101283.0
Tom,20071111/WASATL,"SUNDAY, NOVEMBER 11, 2007",0020700086,49,Washington,1199.0
Violet,20071111/WASATL,"SUNDAY, NOVEMBER 11, 2007",0020700086,12,Palmer,1185.0
Jason,20071111/WASATL,"SUNDAY, NOVEMBER 11, 2007",0020700086,23,Phillips,2001.0
David,20071111/MIANYK,"SUNDAY, NOVEMBER 11, 2007",0020700087,36,Jones,1168.0
