ATTENDANCE,GAMECODE,GAME_DATE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,GAME_TIME,HOME_TEAM_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,SEASON,VISITOR_TEAM_ID,WH_STATUS
17190,20120414/UTAMEM,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100889,4,3,Final,2:12,1610612763, ,4,Q4   - ,,2011,1610612762,1
19552,20120414/OKCMIN,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100890,5,3,Final,2:21,1610612750, ,4,Q4   - ,,2011,1610612760,1
15143,20120414/INDMIL,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100891,6,3,Final,2:11,1610612749, ,4,Q4   - ,,2011,1610612754,1
18581,20120414/PHXSAS,"SATURDAY, APRIL 14, 2012",2012-04-14T00:00:00,21100892,7,3,Final,2:15,1610612759, ,4,Q4   - ESPN,ESPN,2011,1610612756,1
19763,20120415/MIANYK,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100893,1,3,Final,2:30,1610612752, ,4,Q4   - ABC,ABC,2011,1610612748,1
18997,20120415/DALLAL,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100894,2,3,Final,2:43,1610612747, ,5,Q5   - ABC,ABC,2011,1610612742,1
15169,20120415/BOSCHA,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100895,3,3,Final,2:02,1610612766, ,4,Q4   - ,,2011,1610612738,1
13845,20120415/TORATL,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100896,4,3,Final,2:13,1610612737, ,4,Q4   - ,,2011,1610612761,1
17450,20120415/CHIDET,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100897,5,3,Final,2:53,1610612765, ,5,Q5   - ,,2011,1610612741,1
16305,20120415/ORLCLE,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100898,6,3,Final,2:05,1610612739, ,4,Q4   - ,,2011,1610612753,1
16012,20120415/PORSAC,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100899,7,3,Final,2:06,1610612758, ,4,Q4   - ,,2011,1610612757,1
15570,20120415/MEMNOH,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100900,8,3,Final,2:13,1610612740, ,4,Q4   - NBA TV,NBA TV,2011,1610612763,1
17954,20120415/HOUDEN,"SUNDAY, APRIL 15, 2012",2012-04-15T00:00:00,21100901,9,3,Final,2:09,1610612743, ,4,Q4   - ,,2011,1610612745,1
15992,20120416/ATLTOR,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100902,1,3,Final,2:10,1610612761, ,4,Q4   - ,,2011,1610612737,1
10876,20120416/NOHCHA,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100903,2,3,Final,2:19,1610612766, ,4,Q4   - ,,2011,1610612740,1
18846,20120416/PHIORL,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100904,3,3,Final,1:54,1610612753, ,4,Q4   - NBA TV,NBA TV,2011,1610612755,1
11845,20120416/MININD,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100905,4,3,Final,2:03,1610612754, ,4,Q4   - ,,2011,1610612750,1
18711,20120416/MIANJN,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100906,5,3,Final,2:18,1610612751, ,4,Q4   - ,,2011,1610612748,1
22307,20120416/WASCHI,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100907,6,3,Final,2:26,1610612741, ,4,Q4   - ,,2011,1610612764,1
15988,20120416/DENHOU,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100908,7,3,Final,2:15,1610612745, ,4,Q4   - ,,2011,1610612743,1
19363,20120416/DALUTA,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100909,8,3,Final,3:16,1610612762, ,7,Q7   - ,,2011,1610612742,1
15322,20120416/PORPHX,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100910,9,3,Final,2:08,1610612756, ,4,Q4   - ,,2011,1610612757,1
19516,20120416/OKCLAC,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100911,10,3,Final,2:21,1610612746, ,4,Q4   - NBA TV,NBA TV,2011,1610612760,1
18471,20120416/SASGSW,"MONDAY, APRIL 16, 2012",2012-04-16T00:00:00,21100912,11,3,Final,2:17,1610612744, ,4,Q4   - ,,2011,1610612759,1
18969,20120417/INDPHI,"TUESDAY, APRIL 17, 2012",2012-04-17T00:00:00,21100913,1,3,Final,2:24,1610612755, ,4,Q4   - ,,2011,1610612754,1
11595,20120417/CLEDET,"TUESDAY, APRIL 17, 2012",2012-04-17T00:00:00,21100914,2,3,Final,2:03,1610612765, ,4,Q4   - ,,2011,1610612739,1
19763,20120417/BOSNYK,"TUESDAY, APRIL 17, 2012",2012-04-17T00:00:00,21100915,3,3,Final,2:31,1610612752, ,4,Q4   - TNT,TNT,2011,1610612738,1
16709,20120417/MEMMIN,"TUESDAY, APRIL 17, 2012",2012-04-17T00:00:00,21100916,4,3,Final,2:09,1610612750, ,4,Q4   - ,,2011,1610612763,1
18997,20120417/SASLAL,"TUESDAY, APRIL 17, 2012",2012-04-17T00:00:00,21100917,5,3,Final,2:11,1610612747, ,4,Q4   - TNT,TNT,2011,1610612759,1
14141,20120418/MILWAS,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100918,1,3,Final,2:09,1610612764, ,4,Q4   - ,,2011,1610612749,1
14221,20120418/CHICHA,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100919,2,3,Final,2:04,1610612766, ,4,Q4   - ,,2011,1610612741,1
14678,20120418/PHICLE,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100920,3,3,Final,1:58,1610612739, ,4,Q4   - ,,2011,1610612755,1
18711,20120418/NYKNJN,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100921,4,3,Final,2:12,1610612751, ,4,Q4   - ,,2011,1610612752,1
14392,20120418/DETATL,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100922,5,3,Final,2:03,1610612737, ,4,Q4   - ,,2011,1610612765,1
19600,20120418/TORMIA,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100923,6,3,Final,2:07,1610612748, ,4,Q4   - ,,2011,1610612761,1
18624,20120418/ORLBOS,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100924,7,3,Final,2:31,1610612738, ,4,Q4   - ESPN,ESPN,2011,1610612753,1
14507,20120418/NOHMEM,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100925,8,3,Final,2:15,1610612763, ,4,Q4   - ,,2011,1610612740,1
20508,20120418/HOUDAL,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100926,9,3,Final,2:15,1610612742, ,4,Q4   - ,,2011,1610612745,1
17219,20120418/LACDEN,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100927,10,3,Final,2:24,1610612743, ,4,Q4   - ,,2011,1610612746,1
14873,20120418/OKCPHX,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100928,11,3,Final,2:26,1610612756, ,4,Q4   - ,,2011,1610612760,1
16954,20120418/SASSAC,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100929,12,3,Final,2:17,1610612758, ,4,Q4   - ,,2011,1610612759,1
20545,20120418/UTAPOR,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100930,13,3,Final,2:04,1610612757, ,4,Q4   - ,,2011,1610612762,1
18547,20120418/LALGSW,"WEDNESDAY, APRIL 18, 2012",2012-04-18T00:00:00,21100931,14,3,Final,2:13,1610612744, ,4,Q4   - ESPN,ESPN,2011,1610612747,1
12453,20120419/MILIND,"THURSDAY, APRIL 19, 2012",2012-04-19T00:00:00,21100932,1,3,Final,2:24,1610612754, ,4,Q4   - ,,2011,1610612749,1
12458,20120419/MINDET,"THURSDAY, APRIL 19, 2012",2012-04-19T00:00:00,21100933,2,3,Final,2:16,1610612765, ,4,Q4   - ,,2011,1610612750,1
20008,20120419/CHIMIA,"THURSDAY, APRIL 19, 2012",2012-04-19T00:00:00,21100934,3,3,Final,2:36,1610612748, ,4,Q4   - TNT,TNT,2011,1610612741,1
18315,20120419/HOUNOH,"THURSDAY, APRIL 19, 2012",2012-04-19T00:00:00,21100935,4,3,Final,2:33,1610612740, ,5,Q5   - ,,2011,1610612745,1
14644,20120419/LACPHX,"THURSDAY, APRIL 19, 2012",2012-04-19T00:00:00,21100936,5,3,Final,2:31,1610612756, ,4,Q4   - TNT,TNT,2011,1610612746,1
13428,20120420/MEMCHA,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100937,1,3,Final,2:19,1610612766, ,4,Q4   - ,,2011,1610612763,1
16214,20120420/BOSATL,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100938,2,3,Final,2:19,1610612737, ,4,Q4   - ESPN,ESPN,2011,1610612738,1
19349,20120420/NYKCLE,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100939,3,3,Final,2:05,1610612739, ,4,Q4   - ,,2011,1610612752,1
20547,20120420/GSWDAL,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100940,4,3,Final,2:11,1610612742, ,4,Q4   - ,,2011,1610612744,1
18581,20120420/LALSAS,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100941,5,3,Final,2:20,1610612759, ,4,Q4   - ESPN,ESPN,2011,1610612747,1
16882,20120420/OKCSAC,"FRIDAY, APRIL 20, 2012",2012-04-20T00:00:00,21100942,6,3,Final,2:07,1610612758, ,4,Q4   - ,,2011,1610612760,1
15877,20120421/DENPHX,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100943,1,3,Final,2:12,1610612756, ,4,Q4   - ESPN,ESPN,2011,1610612743,1
17701,20120421/PHIIND,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100944,2,3,Final,2:42,1610612754, ,5,Q5   - ,,2011,1610612755,1
19722,20120421/WASMIA,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100945,3,3,Final,2:18,1610612748, ,4,Q4   - ,,2011,1610612764,1
22945,20120421/DALCHI,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100946,4,3,Final,2:19,1610612741, ,4,Q4   - ESPN,ESPN,2011,1610612742,1
17904,20120421/PORMEM,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100947,5,3,Final,2:12,1610612763, ,4,Q4   - ,,2011,1610612757,1
15436,20120421/GSWHOU,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100948,6,3,Final,2:08,1610612745, ,4,Q4   - ,,2011,1610612744,1
15939,20120421/NJNMIL,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100949,7,3,Final,2:05,1610612749, ,4,Q4   - ,,2011,1610612751,1
19580,20120421/ORLUTA,"SATURDAY, APRIL 21, 2012",2012-04-21T00:00:00,21100950,8,3,Final,2:29,1610612762, ,5,Q5   - ESPN,ESPN,2011,1610612753,1
18158,20120422/NYKATL,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100951,1,3,Final,2:28,1610612737, ,4,Q4   - ESPN,ESPN,2011,1610612752,1
18997,20120422/OKCLAL,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100952,2,3,Final,3:10,1610612747, ,6,Q6   - ABC,ABC,2011,1610612760,1
11317,20120422/SACCHA,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100953,3,3,Final,2:00,1610612766, ,4,Q4   - ,,2011,1610612758,1
19859,20120422/HOUMIA,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100954,4,3,Final,2:14,1610612748, ,4,Q4   - NBA TV,NBA TV,2011,1610612745,1
14370,20120422/TORDET,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100955,5,3,Final,2:22,1610612765, ,4,Q4   - ,,2011,1610612761,1
18581,20120422/CLESAS,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100956,6,3,Final,2:09,1610612759, ,4,Q4   - ,,2011,1610612739,1
15872,20120422/GSWMIN,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100957,7,3,Final,2:03,1610612750, ,4,Q4   - ,,2011,1610612744,1
19155,20120422/ORLDEN,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100958,8,3,Final,2:02,1610612743, ,4,Q4   - ,,2011,1610612753,1
19060,20120422/NOHLAC,"SUNDAY, APRIL 22, 2012",2012-04-22T00:00:00,21100959,9,3,Final,2:37,1610612746, ,4,Q4   - NBA TV,NBA TV,2011,1610612740,1
17355,20120423/CHAWAS,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100960,1,3,Final,2:05,1610612764, ,4,Q4   - ,,2011,1610612766,1
13584,20120423/DETIND,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100961,2,3,Final,2:21,1610612754, ,4,Q4   - ,,2011,1610612765,1
18711,20120423/PHINJN,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100962,3,3,Final,2:13,1610612751, ,4,Q4   - ,,2011,1610612755,1
13867,20120423/TORMIL,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100963,4,3,Final,2:17,1610612749, ,4,Q4   - ,,2011,1610612761,1
15504,20120423/CLEMEM,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100964,5,3,Final,2:13,1610612763, ,4,Q4   - NBA TV,NBA TV,2011,1610612739,1
18581,20120423/PORSAS,"MONDAY, APRIL 23, 2012",2012-04-23T00:00:00,21100965,6,3,Final,1:57,1610612759, ,4,Q4   - ,,2011,1610612757,1
18223,20120424/LACATL,"TUESDAY, APRIL 24, 2012",2012-04-24T00:00:00,21100966,1,3,Final,2:19,1610612737, ,4,Q4   - ,,2011,1610612746,1
18624,20120424/MIABOS,"TUESDAY, APRIL 24, 2012",2012-04-24T00:00:00,21100967,2,3,Final,2:19,1610612738, ,4,Q4   - TNT,TNT,2011,1610612748,1
18203,20120424/SACOKC,"TUESDAY, APRIL 24, 2012",2012-04-24T00:00:00,21100968,3,3,Final,2:21,1610612760, ,4,Q4   - ,,2011,1610612758,1
19911,20120424/PHXUTA,"TUESDAY, APRIL 24, 2012",2012-04-24T00:00:00,21100969,4,3,Final,2:26,1610612762, ,4,Q4   - TNT,TNT,2011,1610612756,1
17598,20120424/NOHGSW,"TUESDAY, APRIL 24, 2012",2012-04-24T00:00:00,21100970,5,3,Final,2:07,1610612744, ,4,Q4   - ,,2011,1610612740,1
19152,20120425/CHAORL,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100971,1,3,Final,2:17,1610612753, ,4,Q4   - ,,2011,1610612766,1
18086,20120425/WASCLE,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100972,2,3,Final,1:58,1610612739, ,4,Q4   - ,,2011,1610612764,1
18165,20120425/CHIIND,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100973,3,3,Final,2:05,1610612754, ,4,Q4   - ,,2011,1610612741,1
19763,20120425/LACNYK,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100974,4,3,Final,2:32,1610612752, ,4,Q4   - ESPN,ESPN,2011,1610612746,1
13489,20120425/PHIMIL,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100975,5,3,Final,1:57,1610612749, ,4,Q4   - ,,2011,1610612755,1
18203,20120425/DENOKC,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100976,6,3,Final,2:12,1610612760, ,4,Q4   - ,,2011,1610612743,1
17172,20120425/SASPHX,"WEDNESDAY, APRIL 25, 2012",2012-04-25T00:00:00,21100977,7,3,Final,2:14,1610612756, ,4,Q4   - ESPN,ESPN,2011,1610612759,1
15372,20120426/PHIDET,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100978,2,3,Final,1:57,1610612765, ,4,Q4   - ,,2011,1610612755,1
18624,20120426/MILBOS,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100979,3,3,Final,1:54,1610612738, ,4,Q4   - ,,2011,1610612749,1
18161,20120426/NJNTOR,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100980,1,3,Final,2:05,1610612761, ,4,Q4   - ,,2011,1610612751,1
19537,20120426/MIAWAS,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100981,4,3,Final,2:02,1610612764, ,4,Q4   - ,,2011,1610612748,1
16023,20120426/NYKCHA,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100982,5,3,Final,2:16,1610612766, ,4,Q4   - TNT,TNT,2011,1610612752,1
14595,20120426/DALATL,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100983,6,3,Final,2:01,1610612737, ,4,Q4   - ,,2011,1610612742,1
22563,20120426/CLECHI,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100984,7,3,Final,1:58,1610612741, ,4,Q4   - ,,2011,1610612739,1
17215,20120426/ORLMEM,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100985,8,3,Final,2:06,1610612763, ,4,Q4   - ,,2011,1610612753,1
16602,20120426/NOHHOU,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100986,9,3,Final,2:10,1610612745, ,4,Q4   - ,,2011,1610612740,1
14824,20120426/DENMIN,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100987,10,3,Final,2:02,1610612750, ,4,Q4   - ,,2011,1610612743,1
19554,20120426/PORUTA,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100988,11,3,Final,2:05,1610612762, ,4,Q4   - ,,2011,1610612757,1
16281,20120426/LALSAC,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,21100989,12,3,Final,2:01,1610612758, ,4,Q4   - ,,2011,1610612747,1
18124,20120426/SASGSW,"THURSDAY, APRIL 26, 2012",2012-04-26T00:00:00,0021100990,13,3,Final,2:10,1610612744, ,4,Q4   - TNT,TNT,2011,1610612759,1
